iter	Logloss
0	0.5913092525
1	0.5570950451
2	0.5395172706
3	0.508738262
4	0.4879120758
5	0.4644792718
6	0.4522736327
7	0.4367588475
8	0.4187804974
9	0.4120533292
10	0.4018139185
11	0.3922421159
12	0.3827795574
13	0.3741753467
14	0.3666435408
15	0.3598549123
16	0.3457323437
17	0.3401543912
18	0.3242522955
19	0.3155023383
20	0.303581679
21	0.2915288913
22	0.2817172289
23	0.2714034099
24	0.2621055011
25	0.2518591783
26	0.2471433188
27	0.2407722995
28	0.2347858475
29	0.2244512807
30	0.2206209636
31	0.2143661714
32	0.2066119223
33	0.1964725906
34	0.1882058961
35	0.1837499438
36	0.1767656109
37	0.1730254544
38	0.1679473832
39	0.1644179573
40	0.1584094101
41	0.1551791595
42	0.1501348594
43	0.1458630921
44	0.1431394939
45	0.1387407297
46	0.1356114567
47	0.1309927011
48	0.1287377564
49	0.1252763605
50	0.1220435481
51	0.1178972624
52	0.1161977557
53	0.1141889298
54	0.1118932912
55	0.1073101295
56	0.1037385744
57	0.09869361025
58	0.0947104299
59	0.09319730518
60	0.0916394019
61	0.08891410647
62	0.08716761992
63	0.08559904257
64	0.0832812386
65	0.08016753764
66	0.07802635484
67	0.07659416659
68	0.07473142499
69	0.07301838975
70	0.07110587282
71	0.06908706082
72	0.06595297192
73	0.06371946326
74	0.06205246106
75	0.05995354757
76	0.05888805843
77	0.05763245281
78	0.05544177544
79	0.05387078251
80	0.05234870292
81	0.05122541115
82	0.05020609893
83	0.0495217708
84	0.04768346163
85	0.04631835018
86	0.04528035664
87	0.0448409881
88	0.04362383103
89	0.04233860573
90	0.04186574191
91	0.04143787324
92	0.04029979594
93	0.03966392357
94	0.03866650841
95	0.03781833475
96	0.0369564369
97	0.03627784293
98	0.03554755618
99	0.03420986885
100	0.03350892413
101	0.03265756409
102	0.03211460101
103	0.03175488479
104	0.03121129353
105	0.03084617191
106	0.02993976646
107	0.0296053989
108	0.02936808688
109	0.02895945934
110	0.02839412865
111	0.02810641677
112	0.02758802533
113	0.02727881182
114	0.02690680154
115	0.02653544226
116	0.02616316855
117	0.02565565021
118	0.02533814355
119	0.02466388322
120	0.02398336163
121	0.02354327069
122	0.02329705623
123	0.02304704953
124	0.02282658716
125	0.02249892825
126	0.02216619729
127	0.02186928063
128	0.02130177511
129	0.02102538979
130	0.0207235535
131	0.02029037468
132	0.01966837292
133	0.01946304077
134	0.01915142885
135	0.01900192447
136	0.01850855968
137	0.0182367559
138	0.01797570814
139	0.01777065806
140	0.01752551086
141	0.01743080306
142	0.01704406536
143	0.01683602903
144	0.01664874328
145	0.01622533433
146	0.01600520842
147	0.01586074983
148	0.01554468603
149	0.01539200065
150	0.01521110939
151	0.01497132516
152	0.01457630862
153	0.01434579312
154	0.01409048854
155	0.01393246542
156	0.01381015478
157	0.01368299052
158	0.01340845374
159	0.01322135256
160	0.01297147525
161	0.01274696461
162	0.01247040866
163	0.01230555328
164	0.01210782053
165	0.01201420764
166	0.01185445527
167	0.01162888267
168	0.0113125808
169	0.01109229042
170	0.01088146516
171	0.01074772749
172	0.01061986661
173	0.01041254503
174	0.01030028853
175	0.01021258491
176	0.01013734423
177	0.01002516495
178	0.009945884284
179	0.009880591581
180	0.009792362335
181	0.009625155555
182	0.009427838078
183	0.009320837545
184	0.009262983517
185	0.009056669448
186	0.008847204044
187	0.008753590764
188	0.008706809916
189	0.008614201272
190	0.008546134788
191	0.008494915345
192	0.00845028042
193	0.008359805191
194	0.00823348747
195	0.008117594599
196	0.008047902378
197	0.007974616321
198	0.007846487116
199	0.007846270217
200	0.007752828856
201	0.00770727304
202	0.007639107894
203	0.007565473726
204	0.007483165635
205	0.007371475853
206	0.007285080037
207	0.007203337268
208	0.007113929757
209	0.007029656169
210	0.006901189068
211	0.006851201611
212	0.006784902038
213	0.006739216796
214	0.00667775155
215	0.006504847876
216	0.006470276153
217	0.006385619903
218	0.006351456129
219	0.006351414411
220	0.006312571527
221	0.006204435436
222	0.006108661784
223	0.006021220255
224	0.006021220255
225	0.005951670743
226	0.005897689639
227	0.005840334239
228	0.005744548176
229	0.005696900371
230	0.005655750074
231	0.005655750074
232	0.005655750074
233	0.005655610414
234	0.005602456685
235	0.005602398459
236	0.005602249263
237	0.005602249263
238	0.005544741715
239	0.005544634023
240	0.005544634023
241	0.005526347788
242	0.005526286435
243	0.005526229103
244	0.005526010164
245	0.005525844848
246	0.005486123956
247	0.005486068177
248	0.005486026829
249	0.005486003387
250	0.005432234501
251	0.005432204359
252	0.005432204359
253	0.005432204359
254	0.005432204359
255	0.005432204359
256	0.005432197192
257	0.005432176955
258	0.005432170294
259	0.005432170294
260	0.0054320734
261	0.005432040791
262	0.005432040791
263	0.005432032323
264	0.005384745156
265	0.005335579442
266	0.005291502924
267	0.005229887278
268	0.005229887278
269	0.005188518333
270	0.00518843183
271	0.005188413108
272	0.005188372303
273	0.005188372303
274	0.005188269388
275	0.005188269388
276	0.005188269388
277	0.005188269388
278	0.005175810289
279	0.005116673431
280	0.00511663216
281	0.00511663216
282	0.00511663216
283	0.00511663216
284	0.00511663216
285	0.00511663216
286	0.005062334096
287	0.005062247049
288	0.005062247049
289	0.005062148893
290	0.004990291483
291	0.004990291483
292	0.004935081462
293	0.004935081462
294	0.004935081462
295	0.004934901036
296	0.00490306664
297	0.004835677966
298	0.004835662468
299	0.00483557511
